trial_number,value,batch_size,dropout,history_length,learning_rate,num_layers,units,weight_decay
trial_33_c15b73,0.31053998513136083,194,0.33368446210325714,227,0.0010930353149829783,2,352,0.0011328592941005733
trial_37_b984ee,0.3179038110161256,226,0.33182631062061835,237,0.0008482221720825573,2,322,0.0005518655288654621
trial_21_6ab894,0.3222788460597307,198,0.4861751262628547,155,0.0019739546071619895,2,383,0.0005738776807157431
trial_45_56491a,0.3246019185838585,214,0.28439611478183585,195,0.0007455838099151819,2,298,0.0007981551928301115
trial_31_a3aa95,0.32765851433048704,199,0.3698580988334664,229,0.0016240208130115026,2,327,0.0015945920650784961
trial_10_6c5a78,0.33759185451411916,206,0.49772732108329504,152,0.0019122186912499998,2,374,0.000448260288861228
trial_49_1a0b26,0.3376686839464896,198,0.35812902427921883,210,0.0009198753008943148,2,327,0.0030693280464250475
trial_26_6dd969,0.344828334285649,207,0.46154508489600654,210,0.001590929151576545,2,309,0.0011330756167771867
trial_42_85f68d,0.3460894712966359,188,0.3455924425766321,234,0.0012249209504800226,2,344,0.00034537161545131564
trial_28_d66826,0.3501640177593974,201,0.3606943579120022,204,0.0016222050595993138,2,336,0.0016005743015122637
trial_32_3c2bcf,0.35602719753445267,221,0.41657784837940737,230,0.0014614253603333577,3,318,0.0007071248643515451
trial_3_b0b381,0.3610214410963173,178,0.43540481671395354,141,0.0012028111131465126,2,289,0.0002893749568071776
trial_34_bf8190,0.3633060872197865,192,0.32977538421129804,252,0.0011304337489413015,3,359,0.001839053412989115
trial_41_5c5d1b,0.36596497190212773,216,0.2917537317170881,220,0.0017522014177682073,2,353,0.0005098489111491377
trial_44_540fa8,0.3697290975176646,178,0.3761691875131135,248,0.0014073107144843076,3,320,0.000561386725991917
trial_11_0c2778,0.37288376999026285,203,0.49799480001518015,153,0.0018636268157191057,2,378,0.0004515598998574884
trial_47_c7c740,0.3732900797963856,240,0.2688048539304593,217,0.0007608304527968419,3,263,0.007240805207624493
trial_20_0e1fb6,0.3752334696447064,218,0.20001010295461,111,0.0006717798450052256,2,294,0.00026684135267126093
trial_35_d7abc1,0.37923591873959867,169,0.298391264257928,224,0.0019742867729023853,2,339,0.003409769308746175
trial_51_cfb0bc,0.38390251975395007,214,0.3290325685762869,176,0.000585788513747458,2,347,0.0004421906864419382
trial_25_474515,0.38684399757913485,236,0.41681982972062387,123,0.0010998137344149321,4,380,0.000325078073868713
trial_43_c777ea,0.3962953033561478,200,0.3188078831807301,177,0.001004049930232311,4,369,0.0013211767727094755
trial_17_e0ef3d,0.39640125063008175,142,0.3952821245539924,189,0.0004420302518885934,3,281,0.00022401447713943316
trial_13_1b5745,0.39936084786575,140,0.4410302543543363,123,0.0013596564530723731,3,205,0.00015253144908286627
trial_7_9963bd,0.4063340250692682,79,0.3055022512541239,80,0.0003161454677391303,2,271,0.00012936333402364006
trial_24_3b6fb4,0.4158690455430996,192,0.49730533378533803,140,0.0002175147885612163,3,355,0.00017604167089005693
trial_19_42ebf6,0.42486675597593454,159,0.4206859991514304,184,0.0015858735097170021,4,129,0.0014522013496210792
trial_30_f64914,0.44411521725311964,154,0.45333566828947947,203,0.0016542196529784636,4,373,0.0011002769390989853
trial_22_45c6e0,0.4455589769843096,184,0.4738014775394148,152,0.0015573098993045091,3,365,0.0006123988436184485
trial_23_f02afd,0.48395120054483415,167,0.46970908630330027,171,0.0019651636687685894,5,331,0.0006492843439234289
trial_1_b50e35,0.5030964677740714,228,0.31876037811901403,239,0.0005480675837090333,4,313,0.001419644147029612
trial_29_28070f,0.5081480900506059,243,0.4828484368985779,184,0.0003754895884321761,5,186,0.00205856790187136
trial_18_1f2435,0.522777302536422,224,0.4703161489609695,137,0.001060999959100648,6,360,0.0005163175061219899
trial_36_830730,0.5284695927343682,175,0.37459037811742485,162,0.0009744872466165161,4,367,0.0004125421701940988
trial_12_8fcf4e,0.5354097410590349,196,0.49879302066542097,170,0.001310187900148529,5,383,0.00040665290465804256
trial_14_40fcd4,0.5477121925817993,209,0.44041569705733524,70,0.0005196089713586701,6,294,0.0008123398248446612
trial_46_98890f,0.5520276141291607,225,0.27749492305097445,199,0.0005816306737569637,2,302,0.0007321078389330543
trial_48_0afbff,0.5590931226661106,210,0.23651145877670948,237,0.0008312835907722358,5,285,0.001275773316466525
trial_40_af1a34,1.404357490389647,229,0.31684487492131314,255,0.0008501001600648741,8,260,0.00010264798034562191
trial_9_11da79,1.4066683391254104,125,0.36560433434759887,240,0.0012551870642423812,5,343,0.00975768086986596
trial_39_4eb846,1.4087837680906592,251,0.3372172048723975,228,0.0006652489985041452,11,276,0.000899879172138275
trial_2_f07868,1.4099301433134936,178,0.23743350086989956,254,0.0008599197591048205,9,151,0.009416602476679739
trial_6_676d99,1.411216887653231,243,0.39598785650303936,216,0.000922938617832885,12,250,0.002513210415848268
trial_27_c5084c,1.4132298669236862,211,0.46491099830919425,211,0.0015538510881833011,7,309,0.0010980625801745609
trial_38_f1f8c1,1.4144913168010598,232,0.25669246173771,243,0.0007919771644438571,10,326,0.0022920755882301423
trial_50_8bc92d,1.4180507029245,86,0.31149475265299836,194,0.0007121433903970527,15,245,0.0008506278369825123
trial_15_abee56,1.423632357398907,254,0.467437491691928,148,0.0018976195335147134,10,221,0.00024018998860534453
trial_0_55891e,1.424723195976126,73,0.43943530557964516,194,0.00028818393157126085,8,173,0.00035420958833168347
trial_4_11d5af,1.4271389374475993,165,0.34454528373556426,166,0.0009255593475833923,12,330,0.0030011412579904477
trial_8_0fbc3e,1.4317803885408504,104,0.2766521764619122,131,0.0018644223869635536,7,240,0.005604422790902059
trial_5_c232cc,1.432883878810677,64,0.2757002583717464,107,0.0007594669366162776,8,317,0.004574213179740813
trial_16_558220,1.4398242583353362,183,0.39782795207490784,100,0.0013344213449403887,15,347,0.0008890729251822383
